loan_id,customer_id,loan_type,loan_amount,interest_rate,tenure_months,approval_status,loan_start_date
L5826,C1067,Home Loan,3507524,15.62,36,Approved,2022-03-23
L5827,C2296,Education Loan,4805323,7.5,36,Approved,2022-07-03
L5828,C0998,Personal Loan,3600793,10.08,120,Approved,2022-09-13
L5829,C6868,Personal Loan,2252346,10.74,12,Approved,2021-02-26
L5830,C4616,Vehicle Loan,409996,8.75,120,Approved,2019-11-04
L5831,C2376,Personal Loan,611038,16.07,240,Approved,2021-04-23
L5832,C4914,Education Loan,2520851,11.19,36,Approved,2020-04-28
L5833,C5073,Personal Loan,3642990,11.94,240,Approved,2019-08-04
L5834,C1318,Personal Loan,403085,8.63,12,Approved,2020-08-07
L5835,C2842,Home Loan,4556870,14.81,24,Rejected,2020-12-23
L5836,C0518,Education Loan,4557549,10.47,12,Approved,2021-08-05
L5837,C6148,Home Loan,2697428,9.92,240,Rejected,2019-09-15
L5838,C3191,Vehicle Loan,1432946,8.44,12,Approved,2021-07-15
L5839,C3663,Personal Loan,4393953,17.16,240,Approved,2022-06-30
L5840,C3553,Education Loan,1894096,15.4,12,Rejected,2020-05-31
L5841,C3461,Home Loan,4318802,10.74,60,Approved,2019-07-07
L5842,C0162,Home Loan,521459,12.4,60,Approved,2019-06-16
L5843,C1138,Home Loan,690289,10.02,12,Approved,2021-09-29
L5844,C6575,Education Loan,2287174,17.26,60,Approved,2019-03-29
L5845,C4765,Vehicle Loan,4243741,8.4,60,Approved,2021-09-08
L5846,C1955,Vehicle Loan,1712689,11.55,36,Approved,2021-03-09
L5847,C2828,Personal Loan,308325,11.16,12,Approved,2021-10-02
L5848,C0735,Personal Loan,3667780,12.64,12,Approved,2020-04-21
L5849,C3551,Education Loan,2529403,9.86,240,Rejected,2020-09-05
L5850,C5300,Home Loan,2155642,9.77,120,Approved,2021-08-11
L5851,C1313,Education Loan,2571134,13.5,36,Approved,2021-09-24
L5852,C0806,Education Loan,101407,17.49,12,Approved,2022-07-22
L5853,C5203,Vehicle Loan,3463439,12.4,60,Approved,2021-11-17
L5854,C0932,Home Loan,1945150,12.11,60,Approved,2019-06-27
L5855,C3859,Vehicle Loan,1752902,17.52,24,Approved,2019-01-11
L5856,C1746,Vehicle Loan,1619273,15.67,60,Approved,2020-04-11
L5857,C3136,Home Loan,2914868,11.54,240,Approved,2020-04-20
L5858,C2567,Personal Loan,4822800,8.95,240,Approved,2021-12-25
L5859,C3353,Personal Loan,3538202,8.73,24,Rejected,2022-10-11
L5860,C6219,Education Loan,2722069,14.54,60,Rejected,2021-05-22
L5861,C3018,Personal Loan,2144960,11.27,12,Approved,2019-02-08
L5862,C3162,Education Loan,782986,14.25,60,Approved,2019-10-10
L5863,C1626,Vehicle Loan,846181,13.91,60,Approved,2021-10-09
L5864,C2667,Vehicle Loan,4772270,16.54,240,Approved,2022-01-05
L5865,C3330,Education Loan,2126403,10.03,60,Approved,2019-05-13
L5866,C1693,Vehicle Loan,2023773,14.77,12,Approved,2022-12-24
L5867,C1365,Home Loan,796457,12.57,60,Approved,2022-03-12
L5868,C4358,Personal Loan,4175378,16.15,12,Approved,2022-05-29
L5869,C1025,Personal Loan,287702,10.57,36,Approved,2020-11-15
L5870,C1461,Personal Loan,1762680,11.77,24,Approved,2019-02-25
L5871,C4655,Home Loan,512733,16.92,120,Approved,2021-01-28
L5872,C3183,Personal Loan,4688858,9.56,60,Approved,2019-10-30
L5873,C0843,Personal Loan,4141766,16.6,36,Approved,2021-04-30
L5874,C5997,Home Loan,2577173,9.33,120,Approved,2021-04-04
L5875,C5374,Personal Loan,3984778,9.52,60,Approved,2020-09-16
L5876,C4588,Home Loan,4703963,16.81,36,Approved,2021-05-14
L5877,C0708,Vehicle Loan,3294527,16.17,60,Approved,2020-08-08
L5878,C1528,Education Loan,2442401,15.31,120,Approved,2020-10-10
L5879,C4128,Home Loan,2133141,12.62,240,Approved,2022-01-29
L5880,C2313,Home Loan,3068638,14.39,36,Approved,2019-09-08
L5881,C4526,Personal Loan,2302417,11.7,36,Approved,2022-11-28
L5882,C1641,Vehicle Loan,171372,9.96,120,Approved,2022-07-22
L5883,C2844,Education Loan,1409666,7.97,120,Approved,2019-02-01
L5884,C2034,Personal Loan,4900817,15.46,24,Approved,2020-06-02
L5885,C6284,Personal Loan,1179046,11.86,36,Approved,2021-10-03
L5886,C2159,Home Loan,3326429,9.14,60,Approved,2019-02-26
L5887,C0999,Personal Loan,1078396,8.53,120,Approved,2022-12-22
L5888,C1444,Education Loan,269469,8.04,60,Approved,2020-06-09
L5889,C4446,Education Loan,742100,8.45,120,Approved,2019-02-14
L5890,C2554,Education Loan,1422940,11.6,12,Approved,2020-06-03
L5891,C3602,Home Loan,1112351,13.59,120,Approved,2020-02-29
L5892,C2784,Vehicle Loan,3110304,11.94,240,Approved,2020-05-13
L5893,C4000,Education Loan,759044,10.84,60,Approved,2019-06-24
L5894,C1506,Personal Loan,1400846,16.82,60,Approved,2021-08-30
L5895,C0602,Personal Loan,1688270,9.09,60,Approved,2022-07-27
L5896,C5798,Vehicle Loan,1661815,10.03,24,Approved,2023-02-04
L5897,C2195,Home Loan,3505909,14.38,36,Approved,2020-12-05
L5898,C5862,Personal Loan,439194,10.5,120,Approved,2019-02-05
L5899,C6251,Education Loan,342324,15.51,36,Approved,2021-12-03
L5900,C5675,Vehicle Loan,3869075,13.87,120,Approved,2021-02-07
L5901,C4610,Vehicle Loan,3094466,8.13,36,Approved,2020-04-21
L5902,C6106,Vehicle Loan,2224663,10.43,240,Approved,2020-04-30
L5903,C4563,Home Loan,1478070,12.67,12,Approved,2019-10-29
L5904,C6185,Personal Loan,3502861,9.31,120,Approved,2022-10-27
L5905,C3474,Vehicle Loan,1495188,9.23,36,Rejected,2021-04-27
L5906,C3533,Vehicle Loan,538686,14.73,12,Approved,2020-04-30
L5907,C2513,Home Loan,102896,14.22,120,Approved,2020-11-20
L5908,C2202,Personal Loan,1434104,7.75,12,Approved,2022-11-29
L5909,C0793,Vehicle Loan,1219552,11.58,24,Approved,2022-09-19
L5910,C3784,Education Loan,1654095,11.96,12,Approved,2022-07-19
L5911,C2246,Personal Loan,2125329,17.5,60,Approved,2019-01-24
L5912,C1622,Home Loan,2292687,17.18,12,Approved,2021-03-21
L5913,C0570,Home Loan,3419729,13.41,36,Approved,2022-03-11
L5914,C3178,Personal Loan,4306615,8.7,12,Approved,2021-07-17
L5915,C1800,Home Loan,1332807,12.64,60,Rejected,2019-05-24
L5916,C0455,Personal Loan,916055,16.83,36,Rejected,2020-02-15
L5917,C6542,Education Loan,1680803,11.65,36,Rejected,2022-12-27
L5918,C0713,Education Loan,2366813,15.21,120,Approved,2020-02-05
L5919,C4202,Home Loan,4736658,9.2,12,Approved,2022-10-05
L5920,C3088,Education Loan,3916015,16.98,12,Approved,2020-06-20
L5921,C3560,Education Loan,1776929,17.71,120,Approved,2022-06-30
L5922,C4386,Vehicle Loan,1215960,15.81,240,Approved,2019-02-12
L5923,C3174,Home Loan,3258127,14.95,36,Approved,2022-08-18
L5924,C5057,Vehicle Loan,82425,11.66,36,Approved,2020-06-25
L5925,C4144,Education Loan,1302953,16.32,24,Approved,2021-12-04
L5926,C4069,Home Loan,3819256,11.81,24,Approved,2019-05-06
L5927,C1928,Vehicle Loan,3332183,9.79,60,Approved,2020-01-27
L5928,C6276,Education Loan,2766016,8.57,120,Approved,2022-05-12
L5929,C1489,Education Loan,3778910,10.38,36,Approved,2023-01-02
L5930,C6852,Home Loan,3711192,7.68,240,Rejected,2019-07-28
L5931,C3542,Education Loan,1754031,16.69,120,Approved,2020-10-19
L5932,C2717,Home Loan,294331,16.54,12,Rejected,2019-09-13
L5933,C1830,Education Loan,3578832,9.84,240,Approved,2022-01-12
L5934,C4985,Personal Loan,115446,15.15,36,Approved,2021-08-22
L5935,C2062,Vehicle Loan,3094567,12.88,36,Approved,2020-12-20
L5936,C2601,Home Loan,1533514,7.51,60,Approved,2022-11-24
L5937,C3766,Personal Loan,1991064,16.72,24,Approved,2022-04-08
L5938,C6855,Home Loan,3741175,7.56,120,Approved,2021-05-04
L5939,C5399,Education Loan,4650827,17.93,36,Approved,2019-10-22
L5940,C1628,Home Loan,3485745,7.54,240,Approved,2022-06-03
L5941,C2187,Personal Loan,2077169,13.6,120,Approved,2019-05-21
L5942,C2549,Vehicle Loan,3277305,12.95,120,Approved,2022-11-01
L5943,C0446,Education Loan,1716767,10.47,240,Rejected,2021-03-08
L5944,C0155,Education Loan,3278247,12.7,36,Approved,2022-01-26
L5945,C5712,Personal Loan,636476,11.87,60,Approved,2019-01-26
L5946,C4022,Education Loan,986689,16.45,12,Approved,2020-03-03
L5947,C5185,Home Loan,1934767,14.66,60,Approved,2019-05-05
L5948,C6129,Education Loan,3222235,13.75,12,Approved,2022-05-03
L5949,C5995,Education Loan,970260,8.37,240,Approved,2020-03-26
L5950,C2664,Education Loan,1217624,13.26,120,Approved,2022-10-26
L5951,C3393,Home Loan,4652670,7.95,60,Rejected,2020-11-30
L5952,C2807,Education Loan,3706027,10.97,24,Rejected,2022-03-28
L5953,C3171,Vehicle Loan,730178,15.69,12,Rejected,2022-04-18
L5954,C2450,Vehicle Loan,1839652,12.62,60,Approved,2022-06-10
L5955,C1209,Personal Loan,2103092,8.17,240,Approved,2019-06-21
L5956,C4959,Personal Loan,3376771,9.05,120,Approved,2022-12-25
L5957,C2370,Education Loan,4407259,11.61,120,Approved,2021-05-25
L5958,C1209,Education Loan,4173840,11.93,24,Approved,2020-05-15
L5959,C2566,Personal Loan,2005014,14.58,12,Approved,2020-05-11
L5960,C0834,Vehicle Loan,1516607,9.92,24,Approved,2019-06-24
L5961,C3922,Vehicle Loan,2495916,12.92,240,Approved,2022-08-11
L5962,C2761,Home Loan,2239362,13.06,24,Approved,2020-07-28
L5963,C3291,Vehicle Loan,1007900,13.12,24,Rejected,2019-04-20
L5964,C1288,Personal Loan,1976523,16.29,60,Approved,2020-05-07
L5965,C5864,Home Loan,3143177,16.05,12,Rejected,2022-10-14
L5966,C6171,Personal Loan,733618,9.96,60,Approved,2021-01-09
L5967,C5824,Education Loan,2999161,14.38,60,Approved,2022-07-11
L5968,C5049,Home Loan,4476936,9.32,120,Approved,2020-12-09
L5969,C1617,Vehicle Loan,708339,12.16,60,Approved,2020-10-10
L5970,C0431,Personal Loan,2785308,9.25,120,Approved,2019-10-26
L5971,C5684,Vehicle Loan,2522923,13.42,240,Approved,2019-08-31
L5972,C4003,Home Loan,4882753,13.9,12,Approved,2021-11-18
L5973,C5808,Education Loan,582111,12.5,60,Approved,2023-01-07
L5974,C2497,Vehicle Loan,1363712,8.41,24,Approved,2019-03-21
L5975,C1782,Personal Loan,914128,14.9,36,Rejected,2021-01-10
L5976,C0850,Home Loan,2736277,17.62,36,Approved,2020-10-16
L5977,C4998,Education Loan,3336333,8.3,36,Approved,2020-07-09
L5978,C3785,Vehicle Loan,2292655,16.4,60,Approved,2022-07-30
L5979,C3570,Vehicle Loan,2399600,12.73,24,Approved,2021-06-14
L5980,C5819,Personal Loan,494062,15.32,12,Approved,2019-02-14
L5981,C3833,Home Loan,4931303,13.55,12,Approved,2022-10-19
L5982,C0796,Education Loan,3846526,13.51,24,Approved,2021-02-13
L5983,C4471,Personal Loan,3504217,10.15,240,Approved,2022-02-09
L5984,C3144,Vehicle Loan,2023143,14.48,60,Approved,2021-01-21
L5985,C0420,Personal Loan,3696169,8.68,36,Approved,2019-11-17
L5986,C4617,Personal Loan,1348292,16.42,60,Approved,2020-11-29
L5987,C4242,Home Loan,1991922,8.23,36,Approved,2021-11-14
L5988,C4052,Education Loan,2369554,8.2,12,Rejected,2020-03-07
L5989,C3557,Personal Loan,4428689,17.18,240,Approved,2020-07-06
L5990,C5461,Home Loan,4907385,12.6,240,Approved,2020-11-23
L5991,C5509,Home Loan,4307071,17.65,36,Rejected,2021-11-27
L5992,C4502,Education Loan,3248784,9.93,60,Approved,2021-12-01
L5993,C5690,Education Loan,3597166,15.73,24,Rejected,2020-10-31
L5994,C6589,Vehicle Loan,942040,17.34,24,Approved,2020-05-07
L5995,C6238,Personal Loan,2634401,13.25,240,Rejected,2022-05-02
L5996,C2652,Personal Loan,3924757,8.45,36,Approved,2021-11-24
L5997,C5318,Personal Loan,1854063,14.09,60,Approved,2019-11-03
L5998,C2499,Vehicle Loan,1851401,9.6,24,Approved,2019-09-15
L5999,C0764,Home Loan,4492055,11.65,60,Approved,2021-03-01
L6000,C1079,Personal Loan,2730430,12.82,12,Approved,2019-06-21
L6001,C3839,Vehicle Loan,408074,10.6,36,Approved,2020-07-13
L6002,C2006,Education Loan,3822407,7.51,12,Rejected,2020-03-17
L6003,C0720,Vehicle Loan,4065995,8.58,60,Rejected,2022-09-18
L6004,C5328,Personal Loan,4973021,17.63,24,Rejected,2022-01-13
L6005,C1307,Home Loan,537972,13.23,240,Approved,2020-02-26
L6006,C3215,Home Loan,4558938,16.43,240,Approved,2019-11-16
L6007,C5034,Vehicle Loan,2767246,16.72,12,Approved,2021-12-25
L6008,C1153,Vehicle Loan,3371844,14.24,12,Approved,2020-09-26
L6009,C3094,Education Loan,1951579,14.74,240,Approved,2020-07-09
L6010,C1074,Home Loan,985063,10.41,36,Rejected,2020-08-24
L6011,C4695,Personal Loan,2751271,17.94,240,Approved,2021-03-24
L6012,C5614,Personal Loan,3017549,10.41,120,Approved,2020-11-21
L6013,C4983,Education Loan,2557159,9.91,36,Approved,2022-02-23
L6014,C0350,Vehicle Loan,3448144,8.31,240,Approved,2020-04-28
L6015,C3112,Vehicle Loan,4066725,7.75,24,Approved,2019-01-04
L6016,C0745,Education Loan,4026884,13.86,24,Rejected,2020-07-26
L6017,C4634,Education Loan,600528,9.63,60,Approved,2022-05-07
L6018,C0208,Home Loan,1240794,9.62,24,Approved,2022-10-13
L6019,C3745,Education Loan,2489884,10.49,240,Approved,2020-09-20
L6020,C3560,Personal Loan,4718453,16.08,36,Approved,2019-03-18
L6021,C2678,Education Loan,2900113,14.86,24,Rejected,2021-07-06
L6022,C4059,Vehicle Loan,2652542,9.79,60,Approved,2019-06-07
L6023,C6804,Home Loan,1740461,7.71,60,Approved,2019-07-06
L6024,C1262,Education Loan,1829538,9.86,12,Approved,2019-04-30
L6025,C4024,Vehicle Loan,2048562,8.38,240,Approved,2022-01-05
L6026,C4848,Education Loan,2937422,13.61,36,Approved,2022-03-04
L6027,C2848,Vehicle Loan,500645,11.28,36,Approved,2021-08-04
L6028,C5579,Education Loan,1942166,8.06,24,Approved,2021-08-30
L6029,C3158,Vehicle Loan,3543319,15.31,60,Approved,2021-12-10
L6030,C2518,Education Loan,1284794,11.25,120,Approved,2022-08-08
L6031,C4879,Home Loan,3812222,9.33,36,Approved,2022-01-16
L6032,C2215,Vehicle Loan,2436748,14.52,12,Approved,2020-01-26
L6033,C4829,Education Loan,3555973,12.3,120,Approved,2019-02-23
L6034,C6610,Vehicle Loan,3514469,7.99,36,Approved,2019-09-11
L6035,C2752,Home Loan,1043428,10.31,240,Approved,2022-02-01
L6036,C1023,Education Loan,553868,14.39,120,Approved,2020-03-19
L6037,C1801,Personal Loan,4956006,16.31,240,Rejected,2021-08-03
L6038,C1037,Education Loan,3200014,15.5,36,Rejected,2022-12-30
L6039,C0966,Home Loan,3185630,11.41,120,Approved,2021-11-22
L6040,C0994,Vehicle Loan,3373345,17.33,12,Approved,2020-06-20
L6041,C3959,Personal Loan,2722004,13.19,24,Approved,2021-02-16
L6042,C3574,Home Loan,605070,15.17,120,Approved,2022-01-05
L6043,C5428,Vehicle Loan,1840390,8.11,24,Approved,2019-11-26
L6044,C4425,Home Loan,2752332,17.53,24,Approved,2020-05-15
L6045,C0418,Home Loan,3938251,9.55,60,Approved,2020-12-30
L6046,C2269,Personal Loan,1498509,14.65,60,Approved,2019-05-01
L6047,C5597,Education Loan,4853807,8.85,24,Approved,2020-06-04
L6048,C6490,Home Loan,2275071,12.81,60,Approved,2019-11-03
L6049,C1741,Education Loan,3968574,11.84,24,Approved,2020-12-02
L6050,C4458,Vehicle Loan,2307641,14.23,36,Approved,2020-10-24
L6051,C6597,Vehicle Loan,312628,11.04,120,Approved,2021-03-06
L6052,C2271,Vehicle Loan,3653594,13.94,240,Rejected,2020-05-13
L6053,C0166,Personal Loan,3784830,8.96,12,Approved,2020-11-24
L6054,C5776,Personal Loan,3796624,12.04,24,Approved,2022-12-06
L6055,C6065,Vehicle Loan,3779349,11.44,36,Approved,2020-12-01
L6056,C6372,Vehicle Loan,4022115,14.97,120,Approved,2021-03-21
L6057,C5308,Personal Loan,1523820,11.48,240,Approved,2019-06-19
L6058,C6781,Personal Loan,4017482,13.7,60,Approved,2019-09-10
L6059,C5598,Home Loan,2098739,16.33,60,Approved,2020-02-16
L6060,C1829,Education Loan,363219,12.17,120,Approved,2022-06-13
L6061,C6300,Vehicle Loan,1745475,15.56,120,Approved,2020-12-02
L6062,C0583,Vehicle Loan,4765924,12.14,60,Approved,2021-05-29
L6063,C6362,Personal Loan,4346190,9.95,24,Approved,2022-02-06
L6064,C4191,Education Loan,615150,17.86,36,Approved,2022-10-30
L6065,C3650,Personal Loan,4482523,13.87,60,Rejected,2019-01-02
L6066,C0603,Vehicle Loan,1751734,10.87,60,Approved,2022-08-17
L6067,C2373,Home Loan,3691428,8.68,120,Rejected,2020-08-06
L6068,C1142,Home Loan,2979920,8.11,60,Approved,2021-01-16
L6069,C5128,Personal Loan,4881829,15.53,12,Rejected,2019-06-19
L6070,C3120,Education Loan,860380,13.81,12,Approved,2019-04-03
L6071,C6496,Vehicle Loan,1494372,7.98,24,Rejected,2021-05-17
L6072,C4881,Education Loan,4865963,16.76,24,Approved,2021-10-18
L6073,C3656,Education Loan,2617055,14.21,36,Approved,2020-09-13
L6074,C4607,Education Loan,1039944,8.98,24,Approved,2021-07-08
L6075,C1547,Personal Loan,4742397,9.04,12,Approved,2022-02-01
L6076,C3086,Vehicle Loan,4916999,10.32,36,Rejected,2023-01-27
L6077,C5825,Education Loan,3935085,8.75,36,Approved,2021-02-20
L6078,C0606,Vehicle Loan,2276804,14.41,120,Approved,2021-09-05
L6079,C0441,Personal Loan,1323669,12.91,24,Approved,2022-05-22
L6080,C0257,Personal Loan,3379486,16.94,60,Rejected,2020-12-19
L6081,C4945,Education Loan,4756401,17.41,240,Rejected,2021-03-29
L6082,C6781,Vehicle Loan,2973155,14.46,60,Rejected,2021-01-29
L6083,C3414,Personal Loan,1725868,15.03,120,Approved,2019-05-05
L6084,C5472,Personal Loan,3586718,8.29,36,Rejected,2020-02-11
L6085,C0683,Education Loan,3123146,7.84,120,Approved,2019-10-14
L6086,C1726,Vehicle Loan,2730932,16.93,120,Approved,2021-11-24
L6087,C1960,Vehicle Loan,2944836,12.55,36,Approved,2022-12-04
L6088,C6167,Vehicle Loan,1457913,17.46,12,Approved,2020-02-11
L6089,C6116,Home Loan,4118840,9.34,60,Approved,2021-06-21
L6090,C0776,Education Loan,4555139,8.58,240,Approved,2020-06-29
L6091,C0734,Personal Loan,465899,13.47,240,Approved,2019-04-12
L6092,C3448,Education Loan,2240040,12.35,240,Approved,2022-05-20
L6093,C6577,Education Loan,3127236,16.9,24,Approved,2021-04-22
L6094,C4979,Education Loan,2815630,11.69,12,Approved,2020-09-04
L6095,C1001,Vehicle Loan,4109938,15.63,120,Approved,2021-11-28
L6096,C0290,Education Loan,860835,12.76,240,Approved,2020-07-31
L6097,C1659,Home Loan,4952398,8.06,120,Approved,2019-10-03
L6098,C1471,Vehicle Loan,2192532,12.03,120,Approved,2021-04-17
L6099,C3097,Education Loan,4973182,9.34,12,Approved,2019-08-23
L6100,C4612,Vehicle Loan,4833383,10.54,36,Approved,2021-10-27
L6101,C5790,Vehicle Loan,3491244,7.71,24,Approved,2022-01-25
L6102,C0389,Home Loan,1705101,7.73,60,Approved,2022-03-24
L6103,C5786,Personal Loan,4955147,7.77,24,Approved,2019-12-27
L6104,C1806,Personal Loan,3652833,13.88,240,Approved,2022-08-21
L6105,C2982,Home Loan,2177399,14.74,36,Approved,2022-02-26
L6106,C4362,Home Loan,4672859,15.78,24,Approved,2019-05-13
L6107,C0140,Personal Loan,2327517,13.83,240,Approved,2022-03-22
L6108,C0060,Education Loan,2900108,9.61,24,Approved,2020-08-25
L6109,C0590,Home Loan,2888048,10.45,12,Approved,2022-06-05
L6110,C3259,Personal Loan,1963958,15.67,120,Approved,2021-07-31
L6111,C0076,Vehicle Loan,4093939,11.72,120,Approved,2020-01-29
L6112,C3597,Home Loan,2345130,8.43,60,Approved,2022-02-19
L6113,C2149,Home Loan,1806813,15.24,60,Rejected,2019-11-18
L6114,C4885,Personal Loan,4754155,16.18,36,Approved,2019-01-04
L6115,C3286,Home Loan,956897,8.3,36,Approved,2023-01-29
L6116,C3698,Personal Loan,3625268,12.81,24,Approved,2021-03-07
L6117,C4280,Home Loan,185976,9.58,60,Approved,2021-09-26
L6118,C0155,Vehicle Loan,2113042,7.74,60,Approved,2019-04-17
L6119,C2898,Vehicle Loan,1229609,9.37,24,Approved,2019-05-24
L6120,C0054,Vehicle Loan,1196695,17.8,60,Approved,2022-04-18
L6121,C4146,Vehicle Loan,218630,12.14,60,Approved,2022-12-15
L6122,C0706,Education Loan,2346693,14.41,12,Approved,2021-07-15
L6123,C5975,Home Loan,1124068,13.22,60,Approved,2020-09-29
L6124,C2132,Home Loan,4492428,11.78,60,Approved,2021-09-29
L6125,C6394,Education Loan,4948178,9.06,12,Approved,2019-01-02
L6126,C4292,Education Loan,709541,11.4,12,Approved,2020-03-25
L6127,C2457,Home Loan,3922294,16.66,60,Approved,2020-10-02
L6128,C0353,Education Loan,1487089,10.09,120,Approved,2019-01-21
L6129,C0160,Education Loan,2489874,7.81,60,Approved,2023-01-08
L6130,C5508,Education Loan,2937836,17.92,60,Approved,2020-09-25
L6131,C3171,Education Loan,4666861,11.67,240,Rejected,2020-01-06
L6132,C5804,Home Loan,2349872,14.08,12,Approved,2022-09-14
L6133,C6039,Vehicle Loan,764921,10.89,36,Rejected,2019-02-01
L6134,C0532,Education Loan,359410,12.53,12,Approved,2022-05-15
L6135,C4814,Personal Loan,3731024,7.98,240,Approved,2019-07-03
L6136,C2080,Personal Loan,4954755,16.63,36,Approved,2020-04-07
L6137,C6798,Vehicle Loan,1760123,15.17,24,Approved,2022-09-07
L6138,C4032,Education Loan,2726266,16.43,24,Approved,2021-11-06
L6139,C4006,Home Loan,1579187,10.99,24,Approved,2020-06-05
L6140,C0319,Education Loan,1167106,10.94,120,Approved,2023-01-17
L6141,C2076,Education Loan,4444527,8.5,240,Approved,2021-12-08
L6142,C2428,Vehicle Loan,4973115,17.28,60,Approved,2019-11-27
L6143,C0186,Education Loan,4775742,15.93,240,Approved,2020-06-17
L6144,C3330,Education Loan,4052861,15.6,36,Approved,2020-05-12
L6145,C1231,Home Loan,4499807,16.27,240,Rejected,2022-08-01
L6146,C1571,Personal Loan,2827097,13.88,240,Approved,2021-04-01
L6147,C6871,Education Loan,1655179,9.86,240,Approved,2020-08-29
L6148,C0632,Vehicle Loan,4370307,15.7,36,Rejected,2021-06-09
L6149,C3051,Home Loan,3998463,8.14,24,Approved,2021-11-06
L6150,C3255,Personal Loan,1637414,17.76,24,Approved,2022-06-13
L6151,C0848,Vehicle Loan,771778,11.45,240,Approved,2019-04-04
L6152,C1831,Personal Loan,738600,13.46,12,Approved,2019-04-28
L6153,C5359,Personal Loan,3702607,9.92,60,Approved,2022-11-24
